gene	chromosome	start	end
NT5CP1	14	74037863	74038371
ACOT4	14	74058410	74063200
ACOT6	14	74077649	74086592
NDUFB8P1	14	74098179	74098723
DNAL1	14	74111578	74170435
RNU6-240P	14	74126267	74126363
PNMA1	14	74178494	74181128
MIDEAS	14	74181825	74256988
MIR4505	14	74225450	74225522
LINC02274	14	74289262	74296838
PTGR2	14	74318547	74353530
ZNF410	14	74353320	74399214
FAM161B	14	74398204	74417117
COQ6	14	74416629	74430373
ENTPD5	14	74424713	74486102
BBOF1	14	74486056	74549566
ALDH6A1	14	74523553	74551196
LIN52	14	74551499	74667936
RN7SL530P	14	74641159	74641454
VSX2	14	74706175	74729441
ABCD4	14	74752126	74769759
VRTN	14	74769772	74826711
SUB1P2	14	74772128	74772766
RPS2P2	14	74844521	74845121
SYNDIG1L	14	74872596	74892805
NPC2	14	74942895	74960880
MIR4709	14	74946836	74946907
RAP1AP	14	74949688	74950138
ISCA2	14	74960423	74963809
LTBP2	14	74964873	75079306
AREL1	14	75120140	75179818
FCF1	14	75179847	75203394
YLPM1	14	75230069	75322244
PROX2	14	75319736	75330537
DLST	14	75348594	75370448
RPS6KL1	14	75370657	75390099
PGF	14	75408537	75422487
EIF2B2	14	75469614	75476292
MLH3	14	75480467	75518235
RNU6-689P	14	75487464	75487570
ACYP1	14	75519924	75536186
ZC2HC1C	14	75530873	75545126
NEK9	14	75548822	75594047
HIF1AP1	14	75583129	75583303
TMED10	14	75598173	75643334
RNU4ATAC14P	14	75668784	75668872
FOS	14	75745477	75748933
DPPA5P4	14	75758809	75761016
LINC01220	14	75761107	75763341
JDP2	14	75894419	75940814
BATF	14	75988768	76013358
FLVCR2	14	76044960	76129557
RNA5SP387	14	76070516	76070621
TTLL5	14	76099968	76421421
ERG28	14	76116134	76127532
IFT43	14	76368479	76550928
TGFB3	14	76424442	76449334
TGFB3-AS1	14	76437267	76437930
GPATCH2L	14	76618259	76720685
ESRRB	14	76776957	76968178
CYCSP1	14	77100057	77100371
RPSAP3	14	77101118	77102004
VASH1	14	77228532	77249354
VASH1-AS1	14	77248083	77253067
ANGEL1	14	77253588	77292589
LRRC74A	14	77292715	77336645
RPL22P2	14	77352720	77353093
RN7SKP17	14	77356606	77356956
LINC01629	14	77425981	77432145
RN7SL356P	14	77433863	77434108
IRF2BPL	14	77490888	77495034
LINC02288	14	77507407	77535846
LINC02289	14	77535523	77542687
CIPC	14	77564440	77583630
TMEM63C	14	77582911	77725838
ZDHHC22	14	77597613	77609077
FAM204DP	14	77639418	77639995
NGB	14	77731826	77737655
MIR1260A	14	77732561	77732633
POMT2	14	77741299	77787227
GSTZ1	14	77787227	77797940
TMED8	14	77801364	77843452
SAMD15	14	77843032	77857840
NOXRED1	14	77860364	77889860
VIPAS39	14	77893018	77924295
AHSA1	14	77924213	77935817
ISM2	14	77940740	77965210
SPTLC2	14	77972340	78083116
RN7SL587P	14	78013911	78014212
COX6CP11	14	78119170	78119398
ALKBH1	14	78138747	78174363
RPL21P10	14	78149545	78150332
ZMYND19P1	14	78162934	78163720
SLIRP	14	78174414	78227447
SNW1	14	78183942	78227550
C14orf178	14	78227173	78236085
ADCK1	14	78266426	78401355
FXNP1	14	78526285	78526621
RNA5SP388	14	78644146	78644264
RPS26P48	14	78697624	78697962
NRXN3	14	78708734	80330762
DIO2	14	80663873	80854100
DIO2-AS1	14	80677762	80921812
CEP128	14	80943330	81425861
HMGN2P2	14	81288868	81289140
TSHR	14	81421333	81612646
BHLHB9P1	14	81448332	81449982
RPL17P3	14	81467510	81468130
NMNAT1P1	14	81498873	81499748
GTF2A1	14	81641796	81687721
SNORA79	14	81669039	81669178
DYNLL1P1	14	81712638	81712907
UNGP3	14	81725909	81726583
STON2	14	81727000	81902809
DYNLL1P2	14	81879314	81879583
LINC02308	14	81908331	81916501
SEL1L	14	81937893	82000205
LINC01467	14	82071691	82089405
EEF1A1P2	14	82127772	82129218
LINC02311	14	82194124	82209482
RPL9P6	14	82243360	82243957
EIF3LP1	14	82382575	82384232
LINC02301	14	83108964	83173169
ENSAP2	14	83159048	83159399
RNU7-51P	14	83514923	83514984
RNU6ATAC28P	14	84216728	84216845
LINC02305	14	84373216	84381394
MTND4P33	14	84639185	84639950
MTND5P35	14	84640135	84641854
MTCYBP27	14	84642763	84643432
RNU6-976P	14	85206286	85206396
LINC02329	14	85853619	85855109
LINC00911	14	85860223	85886418
FLRT2	14	85996488	86095034
LINC02328	14	86401054	86596117
LINC02316	14	86481030	86529304
LINC02309	14	86798720	86867629
LINC01148	14	87372122	87389099
LINC02296	14	87819414	88039366
LINC02330	14	88100723	88121638
GALC	14	88304164	88460009
SHLD2P2	14	88418871	88421547
RNU6-835P	14	88462689	88462792
GPR65	14	88471468	88478419
LINC01147	14	88484949	88502663
LINC01146	14	88490894	88563276
KCNK10	14	88649113	88793251
SPATA7	14	88851268	88936694
PTPN21	14	88932122	89021077
RNU4-22P	14	88979842	88980007
ZC3H14	14	89029253	89079853
EML5	14	89078775	89259096
RNU4-92P	14	89286641	89286776
TTC8	14	89290497	89344335
MPPE1P1	14	89576492	89577567
FOXN3	14	89591215	90085493
CAP2P1	14	89756549	89757938
FOXN3-AS1	14	89883698	89886137
FOXN3-AS2	14	90042560	90043821
RN7SKP107	14	90088262	90088551
RN7SKP255	14	90178855	90179167
CHORDC2P	14	90203309	90204735
EFCAB11	14	90261013	90421121
RAB42P1	14	90358132	90358788
TDP1	14	90421283	90511106
KCNK13	14	90528109	90652201
GLRXP2	14	90574019	90574339
PSMC1	14	90722839	90738968
NRDE2	14	90742580	90798481
RPL21P11	14	90833041	90833523
CALM1	14	90862846	90874605
LINC02317	14	90918407	90921461
LINC00642	14	90921574	90925249
TTC7B	14	91006932	91282823
LINC02321	14	91288709	91294472
RPS6KA5	14	91336799	91526980
DGLUCY	14	91526677	91691976
RNU7-30P	14	91557421	91557482
SNORA11B	14	91592769	91592897
GPR68	14	91698876	91720269
CCDC88C	14	91737667	91884188
PPP4R3A	14	91923955	91976898
CATSPERB	14	92047040	92247051
POLR3GP1	14	92069517	92069777
NANOGP7	14	92070746	92071663
TC2N	14	92246095	92333880
FBLN5	14	92335756	92414331
TRIP11	14	92432335	92507240
ATXN3	14	92524896	92572965
NDUFB1	14	92582466	92588261
CPSF2	14	92588281	92630755
RNU6-366P	14	92732046	92732151
SLC24A4	14	92788925	92962596
RIN3	14	92980118	93155339
LGMN	14	93170152	93215047
GOLGA5	14	93260576	93306308
LINC02833	14	93352697	93359851
LINC02287	14	93372042	93373827
CHGA	14	93389425	93401638
ITPK1	14	93403259	93582665
ITPK1-AS1	14	93533797	93538497
CYB5AP3	14	93604411	93604810
MOAP1	14	93648541	93651273
TMEM251	14	93651296	93653434
GON7	14	93669239	93673439
UBR7	14	93673401	93695561
BTBD7	14	93703896	93799438
UNC79	14	93799565	94174222
COX8C	14	93813537	93814702
RNU6-1258P	14	93903746	93903856
PRIMA1	14	94184644	94254827
FAM181A-AS1	14	94371076	94393412
FAM181A	14	94385240	94395954
ASB2	14	94400499	94443137
MIR4506	14	94414572	94414648
CCDC197	14	94463616	94478040
OTUB2	14	94492675	94515276
DDX24	14	94517266	94547591
IFI27L1	14	94547628	94570192
IFI27	14	94571182	94583033
IFI27L2	14	94594116	94596590
PPP4R4	14	94612465	94746072
SERPINA10	14	94749650	94759608
SERPINA6	14	94770585	94789731
SERPINA2	14	94830053	94833039
SERPINA1	14	94843084	94857030
SERPINA11	14	94908801	94919127
SERPINA9	14	94929054	94946026
SERPINA12	14	94953611	94984181
SERPINA4	14	95027428	95036250
SERPINA5	14	95027779	95059457
SERPINA3	14	95078714	95090392
ADIPOR1P2	14	95100042	95100861
SERPINA13P	14	95107062	95113331
RPSAP4	14	95192625	95193512
GSC	14	95234553	95236562
RPL15P2	14	95267186	95267800
LINC02279	14	95426614	95429313
DICER1	14	95552565	95624347
MIR3173	14	95604256	95604323
DICER1-AS1	14	95623982	95646263
CLMN	14	95648277	95786243
LINC02292	14	95795921	95801841
SYNE3	14	95883831	95942173
SNHG10	14	95998634	96001209
SCARNA13	14	95999692	95999966
GLRX5	14	95999840	96011061
LINC02318	14	96039899	96048293
TCL6	14	96116835	96146170
TCL1B	14	96152754	96158980
TCL1A	14	96176304	96180533
TUNAR	14	96342729	96391908
C14orf132	14	96505661	96560417
BDKRB2	14	96671016	96710666
CKS1BP1	14	96689445	96689684
BDKRB1	14	96722161	96735304
ATG2B	14	96747595	96830207
GSKIP	14	96829814	96853625
RNU2-33P	14	96850961	96851152
AK7	14	96858448	96955764
PEBP1P1	14	96890037	96890546
RPL23AP10	14	96922913	96923378
PAPOLA-DT	14	96967147	96968658
PAPOLA	14	96967770	97033448
RN7SKP108	14	97104524	97104851
LINC02299	14	97207528	97256950
VRK1	14	97263641	97398059
LINC02304	14	97621194	97625073
LINC02325	14	97925153	98047938
LINC02291	14	98098984	98152995
LINC02312	14	98215601	98230326
LINC01550	14	98391947	98444461
LINC02295	14	98602411	98605579
RN7SL714P	14	98817706	98818001
LINC02914	14	99177950	99184098
RPL3P4	14	99439216	99439638
BCL11B	14	99635624	99737861
SETD3	14	99864083	99947216
RNU6-91P	14	99910643	99910749
CCNK	14	99947506	100001381
CCDC85C	14	99977603	100070363
HHIPL1	14	100111447	100146906
CYP46A1	14	100150641	100193638
EML1	14	100204030	100408397
RNU1-47P	14	100411652	100411814
VDAC3P1	14	100430866	100431715
EVL	14	100437786	100610573
MIR151B	14	100575756	100575851
MIR342	14	100575992	100576090
DEGS2	14	100612756	100626500
YY1	14	100704635	100749129
SLC25A29	14	100757448	100772884
MIR345	14	100774196	100774293
RN7SL523P	14	100785408	100785707
SLC25A47	14	100789674	100796715
WARS1	14	100800125	100843142
WDR25	14	100842755	100996640
RN7SKP92	14	100953881	100954124
BEGAIN	14	101003486	101053750
LINC00523	14	101123587	101142406
DLK1	14	101192042	101201539
MEG3	14	101245747	101327368
MIR2392	14	101280828	101280911
MIR770	14	101318727	101318824
MIR493	14	101335397	101335485
MIR337	14	101340830	101340922
MIR665	14	101341370	101341441
RTL1	14	101346992	101351184
MIR431	14	101347344	101347457
MIR433	14	101348220	101348343
MIR127	14	101349316	101349412
MIR432	14	101350820	101350913
MIR136	14	101351034	101351125
MIR370	14	101377476	101377550
SNORD113-1	14	101391161	101391229
SNORD113-2	14	101393679	101393750
SNORD113-3	14	101396256	101396328
SNORD113-4	14	101402828	101402902
MEG8	14	101403738	101426536
SNORD113-5	14	101404524	101404601
SNORD113-6	14	101405893	101405968
SNORD113-7	14	101407463	101407539
SNORD113-8	14	101409788	101409861
SNORD113-9	14	101411986	101412057
SNORD114-1	14	101416170	101416241
SNORD114-2	14	101418193	101418270
SNORD114-3	14	101419686	101419760
SNORD114-4	14	101420711	101420785
SNORD114-5	14	101421707	101421776
SNORD114-6	14	101423503	101423574
SNORD114-7	14	101429391	101429467
SNORD114-9	14	101432366	101432437
SNORD114-10	14	101433389	101433460
SNORD114-11	14	101434448	101434522
SNORD114-12	14	101435285	101435359
SNORD114-13	14	101436216	101436289
SNORD114-14	14	101438440	101438514
SNORD114-15	14	101439007	101439078
SNORD114-16	14	101439932	101440001
SNORD114-17	14	101441143	101441217
SNORD114-18	14	101442162	101442233
SNORD114-19	14	101442814	101442888
SNORD114-20	14	101447341	101447412
SNORD114-21	14	101448312	101448383
SNORD114-22	14	101449263	101449334
SNORD114-23	14	101450213	101450284
SNORD114-24	14	101451114	101451185
SNORD114-25	14	101452394	101452465
SNORD114-26	14	101453383	101453454
SNORD114-27	14	101454498	101454567
SNORD114-28	14	101455467	101455538
SNORD114-29	14	101456428	101456497
SNORD114-30	14	101458256	101458327
SNORD114-31	14	101459573	101459647
MIR379	14	101488366	101488491
MIR411	14	101489662	101489757
MIR299	14	101490114	101490215
MIR380	14	101491331	101491441
MIR1197	14	101491901	101491988
MIR323A	14	101492069	101492154
MIR758	14	101492357	101492444
MIR329-1	14	101493122	101493201
MIR329-2	14	101493437	101493520
MIR494	14	101495971	101496051
MIR1193	14	101496389	101496466
MIR543	14	101498324	101498401
MIR495	14	101500092	101500173
MIR376C	14	101506017	101506102
MIR654	14	101506556	101506636
MIR376A1	14	101507104	101507206
MIR300	14	101507700	101507782
MIR1185-1	14	101509314	101509399
MIR1185-2	14	101510535	101510620
MIR381HG	14	101511494	101518132
MIR381	14	101512257	101512331
MIR487B	14	101512792	101512875
MIR539	14	101513658	101513735
MIR889	14	101514238	101514316
MIR544A	14	101514995	101515085
MIR655	14	101515887	101515983
MIR487A	14	101520638	101520723
MIR134	14	101521008	101521110
MIR485	14	101521738	101521848
MIR323B	14	101522556	101522637
MIR154	14	101526092	101526175
MIR496	14	101526910	101527011
MIR377	14	101528343	101528476
MIR541	14	101530832	101530915
MIR409	14	101531637	101531715
MIR412	14	101531784	101531874
MIR369	14	101531918	101532024
MIR410	14	101532249	101532328
MIR656	14	101533061	101533138
MEG9	14	101536248	101539274
LINC02285	14	101587193	101589879
LINC00524	14	101872324	101874259
LINC02314	14	101908413	101910652
DIO3OS	14	102018558	102026768
DIO3	14	102027688	102029789
LINC02320	14	102100791	102197445
LINC00239	14	102196774	102198859
PPP2R5C	14	102228135	102394326
RNU6-790P	14	102269564	102269668
NPM1P20	14	102309731	102310459
DYNC1H1	14	102430865	102517129
RN7SL472P	14	102543520	102543810
HSP90AA1	14	102547075	102606036
WDR20	14	102605840	102691184
MOK	14	102690837	102771537
ZNF839	14	102783714	102809044
CINP	14	102808956	102829253
TECPR2	14	102829300	102968818
RNU6-244P	14	102968013	102968116
ANKRD9	14	102973179	102976136
MIR4309	14	103005981	103006063
LINC02323	14	103011591	103022163
RN7SL546P	14	103049227	103049514
RCOR1	14	103058998	103196913
RPL23AP11	14	103128577	103129045
TRAF3	14	103243813	103377837
RNU6-1316P	14	103332193	103332300
AMN	14	103388993	103399933
CDC42BPB	14	103398716	103523799
RPL13P6	14	103507806	103508431
EXOC3L4	14	103566481	103576896
LINC00677	14	103587184	103589344
TNFAIP2	14	103589779	103603776
NDUFB4P11	14	103606012	103608296
RPL21P12	14	103614934	103615745
GCSHP2	14	103650541	103651376
LINC00605	14	103653558	103655365
RPL21P13	14	103707829	103708309
RAP2CP1	14	103745560	103746292
EIF5	14	103799881	103811362
SNORA28	14	103804186	103804311
HMGB3P26	14	103830576	103831157
RPSAP5	14	103840370	103841253
MARK3	14	103851729	103970168
RPL10AP1	14	103878456	103879098
CKB	14	103985996	103989448
TRMT61A	14	103995521	104003410
RNU7-160P	14	104016682	104016743
BAG5	14	104022881	104029168
KLC1	14	104028233	104167888
COA8	14	104029299	104073860
RNU4-68P	14	104033742	104033882
XRCC3	14	104163946	104181841
ZFYVE21	14	104182067	104200005
PPP1R13B	14	104200089	104313927
PPP1R13B-DT	14	104314058	104324386
ATP5MJ	14	104378625	104394606
TDRD9	14	104394799	104519004
RD3L	14	104406763	104408645
RN7SL634P	14	104479979	104480268
ASPG	14	104552016	104579098
MIR203A	14	104583742	104583851
KIF26A	14	104605060	104647231
LINC02691	14	104689921	104754406
RNU6-684P	14	104867280	104867385
CEND1P1	14	104917316	104917770
TMEM179	14	104941015	105071984
C14orf180	14	105046021	105056852
LINC02280	14	105127457	105131895
MIR4710	14	105144031	105144086
INF2	14	105155943	105185942
ADSS1	14	105190523	105213662
SIVA1	14	105219437	105234831
AKT1	14	105235686	105262088
ZBTB42	14	105266933	105271049
LINC00638	14	105287538	105290055
RPS26P49	14	105297175	105297508
RPS2P4	14	105302331	105303221
CEP170B	14	105331617	105363107
PLD4	14	105391153	105399574
AHNAK2	14	105403581	105444694
CLBA1	14	105452112	105476819
CDCA4	14	105475910	105487485
GPR132	14	105515728	105531782
LINC02298	14	105559946	105565341
JAG2	14	105607318	105635161
NUDT14	14	105639275	105647660
BRF1	14	105675623	105781926
BTBD6	14	105714827	105717430
PACS2	14	105766900	105864484
RPS20P33	14	105840955	105841308
TEX22	14	105864916	105916443
MTA1	14	105886159	105937066
CRIP2	14	105939299	105946499
CRIP1	14	105952654	105955284
TEDC1	14	105956192	105965912
TMEM121	14	105992940	105996539
ATP5MC1P1	14	106003198	106003576
ELK2BP	14	106012947	106016031
IGHA2	14	106053226	106054732
MIR4538	14	106056273	106056350
IGHE	14	106064224	106068065
IGHG4	14	106090687	106092403
IGHG2	14	106109389	106111127
COPDA1	14	106110833	106115394
IGHGP	14	106130970	106136180
ELK2AP	14	106138645	106139651
IGHA1	14	106173457	106175002
MIR4507	14	106178260	106178329
IGHEP1	14	106185955	106188864
IGHG1	14	106202680	106209408
IGHG3	14	106235439	106237742
ATP6V1G1P1	14	106251842	106252168
IGHD	14	106303099	106312010
IGHM	14	106320349	106322323
MIR4539	14	106323682	106323741
MIR4537	14	106325653	106325722
IGHJ6	14	106329408	106329468
IGHJ3P	14	106329626	106329675
IGHJ5	14	106330024	106330072
IGHJ4	14	106330425	106330470
IGHJ3	14	106330797	106330845
IGHJ2P	14	106331003	106331062
IGHJ2	14	106331409	106331460
IGHJ1	14	106331617	106331668
IGHD7-27	14	106331761	106331771
IGHJ1P	14	106331834	106331888
IGHD1-26	14	106346892	106346911
IGHD6-25	14	106347397	106347414
IGHD5-24	14	106349761	106349780
IGHD4-23	14	106350728	106350746
IGHD3-22	14	106351889	106351919
IGHD2-21	14	106354409	106354436
IGHD1-20	14	106357049	106357065
IGHD6-19	14	106357557	106357577
IGHD5-18	14	106359400	106359419
IGHD4-17	14	106360366	106360381
IGHD3-16	14	106361492	106361528
IGHD2-15	14	106363815	106363845
IGHD1-14	14	106366496	106366512
IGHD6-13	14	106367000	106367020
IGHD5-12	14	106368507	106368529
IGHD4-11	14	106369474	106369489
IGHD3-10	14	106370355	106370385
IGHD3-9	14	106370539	106370569
IGHD2-8	14	106373069	106373099
IGHD1-7	14	106375766	106375782
IGHD6-6	14	106376269	106376286
IGHD5-5	14	106378116	106378135
IGHD4-4	14	106379081	106379096
IGHD3-3	14	106380218	106380248
IGHD2-2	14	106382685	106382715
FAM30A	14	106383838	106391825
IGHD1-1	14	106385361	106385377
IGHV6-1	14	106405611	106406108
IGHVII-1-1	14	106411066	106411245
ADAM6	14	106435819	106438358
IGHV1-2	14	106452671	106453170
IGHVIII-2-1	14	106467677	106467967
IGHV1-3	14	106471246	106471723
IGHV4-4	14	106478110	106478603
IGHV2-5	14	106494135	106494597
IGHVIII-5-1	14	106495898	106495996
IGHVIII-5-2	14	106501831	106502091
IGHV3-6	14	106511782	106512231
IGHV3-7	14	106518400	106518932
IGHV3-11	14	106573233	106573800
IGHVIII-11-1	14	106576803	106577069
IGHV1-12	14	106579014	106579303
IGHV3-13	14	106586137	106586667
IGHVIII-13-1	14	106598995	106599285
IGHV1-14	14	106602580	106602820
IGHV3-15	14	106610313	106610852
IGHVII-15-1	14	106620270	106620489
IGHV3-16	14	106621894	106622419
IGHVIII-16-1	14	106627589	106627721
IGHV1-17	14	106631031	106631449
SLC20A1P2	14	106636402	106637113
IGHV1-18	14	106641563	106642056
IGHV3-19	14	106653371	106653661
IGHV3-20	14	106667581	106668095
IGHV3-21	14	106691673	106692203
IGHV3-22	14	106714360	106714821
IGHVII-22-1	14	106719955	106720219
IGHVIII-22-2	14	106721281	106721308
IGHV3-23	14	106725201	106725733
IGHV1-24	14	106733144	106733639
HOMER2P2	14	106743406	106744252
LINC00226	14	106744269	106744975
IGHV3-25	14	106745623	106746073
IGHVIII-25-1	14	106750162	106750402
IGHV2-26	14	106757650	106758116
IGHVIII-26-1	14	106765678	106765927
IGHVII-26-2	14	106770914	106771238
IGHV7-27	14	106774086	106774499
IGHV4-28	14	106780513	106781017
IGHV3-29	14	106787368	106787804
IGHV3-30	14	106791005	106791536
IGHVII-30-1	14	106798646	106798877
IGHV3-30-2	14	106800319	106800757
IGHV4-31	14	106805209	106805716
IGHVII-28-1	14	106810597	106810633
IGHV3-32	14	106812091	106812517
IGHV3-33	14	106815722	106816253
IGHVII-33-1	14	106823315	106823594
IGHV3-33-2	14	106825038	106825477
IGHV4-34	14	106829594	106830076
IGHV7-34-1	14	106833231	106833664
IGHV3-35	14	106845323	106845789
IGHV3-36	14	106848685	106849142
IGHV3-37	14	106852588	106853026
IGHV3-38	14	106866406	106866934
IGHVIII-38-1	14	106873942	106873995
IGHV4-39	14	106877619	106878126
IGHV7-40	14	106881270	106881468
IGHVII-40-1	14	106896861	106896918
IGHV3-41	14	106899044	106899493
HOMER2P1	14	106916017	106916980
IGHV3-42	14	106919183	106919483
IGHV3-43	14	106926188	106926724
IGHVII-43-1	14	106928717	106928888
IGHVIII-44	14	106934226	106934399
LINC00221	14	106938445	106977000
IGHVIV-44-1	14	106945352	106945763
IGHVII-44-2	14	106950148	106950397
IGHV1-45	14	106962931	106963424
IGHV1-46	14	106967049	106967788
IGHVII-46-1	14	106971752	106971788
IGHV3-47	14	106974509	106974954
IGHVIII-47-1	14	106987143	106987473
IGHV3-48	14	106993814	106994346
IGHV3-49	14	107012938	107013477
IGHVII-49-1	14	107020363	107020586
IGHV3-50	14	107022105	107022543
IGHV5-51	14	107034729	107035221
IGHV8-51-1	14	107039493	107039794
IGHVII-51-2	14	107040702	107040960
IGHV3-52	14	107042360	107042810
IGHV3-53	14	107048672	107049341
IGHVII-53-1	14	107055682	107055936
IGHV3-54	14	107057358	107057795
IGHV4-55	14	107062111	107062561
IGHV7-56	14	107065772	107066206
IGHV3-57	14	107074907	107075186
IGHV1-58	14	107078373	107078869
IGHV4-59	14	107081806	107083830
IGHV3-60	14	107087202	107087658
RNA5SP389	14	107092677	107092791
IGHVII-60-1	14	107093723	107093978
IGHV4-61	14	107095126	107095662
IGHV3-62	14	107099145	107099588
IGHVII-62-1	14	107106555	107106789
IGHV3-63	14	107108252	107108696
IGHV3-64	14	107113741	107114274
IGHV3-65	14	107122108	107122548
IGHVII-65-1	14	107127813	107128060
IGHV3-66	14	107131033	107131560
IGHV1-67	14	107136620	107137059
SLC20A1P1	14	107139412	107140367
IGHVII-67-1	14	107142534	107142579
IGHVIII-67-2	14	107143130	107143217
IGHVIII-67-3	14	107148674	107148905
IGHVIII-67-4	14	107151119	107151414
IGHV1-68	14	107159869	107160163
IGHV1-69	14	107169931	107170428
IGHV2-70D	14	107178820	107179338
IGHV3-71	14	107183396	107183857
IGHV3-72	14	107198932	107199471
IGHV3-73	14	107210932	107211471
IGHV3-74	14	107218676	107219365
IGHVII-74-1	14	107229405	107229645
IGHV3-75	14	107231917	107232377
IGHV3-76	14	107236097	107236391
IGHVIII-76-1	14	107239994	107240279
MIR5195	14	107259100	107259214
IGHV5-78	14	107259338	107259632
IGHVII-78-1	14	107273842	107274110
IGHV3-79	14	107275873	107276304
IGHV4-80	14	107281000	107281252
IGHV7-81	14	107282792	107283280
IGHVIII-82	14	107287770	107288019
RNU6-978P	15	20088867	20088969
IGHV1OR15-9	15	20169919	20170354
SLC20A1P3	15	20172667	20173605
IGHV1OR15-2	15	20178035	20178471
IGHV3OR15-7	15	20192909	20193370
IGHD5OR15-5A	15	20209093	20209115
IGHD4OR15-4A	15	20210050	20210068
IGHD3OR15-3A	15	20211158	20211188
IGHD2OR15-2A	15	20213655	20213685
IGHD1OR15-1A	15	20216406	20216422
BCAR1P1	15	20278952	20279587
RN7SL584P	15	20300988	20301282
BMS1P15	15	20359029	20366079
RHPN2P1	15	20433873	20482756
CHEK2P2	15	20487997	20496839
HERC2P3	15	20587869	20711433
GOLGA6L6	15	20737094	20747114
GOLGA8CP	15	20767700	20781019
RN7SL759P	15	20776218	20776496
SPATA31E2P	15	20798818	20804500
IGHV1OR15-6	15	20844768	20845194
NBEAP1	15	20862967	20893737
RNU6-498P	15	20944008	20944114
LONRF2P3	15	20980793	20981327
GRAMD4P5	15	21018628	21020287
MIR3118-2	15	21038124	21038198
POTEB2	15	21040701	21071643
RNU6-749P	15	21060580	21060686
ZNF519P2	15	21106770	21106938
NF1P1	15	21122015	21140987
MIR5701-1	15	21145581	21145662
LINC01193	15	21145767	21198632
OR11J2P	15	21166004	21166910
OR11J5P	15	21174611	21175544
IGHD5OR15-5B	15	21215823	21215845
IGHD4OR15-4B	15	21216780	21216798
IGHD3OR15-3B	15	21217888	21217918
IGHD2OR15-2B	15	21220377	21220407
IGHD1OR15-1B	15	21223129	21223145
FAM30C	15	21224717	21226180
BCAR1P2	15	21286141	21286776
RN7SL400P	15	21308174	21308467
BMS1P16	15	21365634	21372686
NBEAP4	15	21893090	21903057
RNU6-1235P	15	21950659	21950765
LONRF2P4	15	21987458	21987995
CXADRP2	15	22015703	22016791
GRAMD4P6	15	22026731	22026974
MIR3118-4	15	22049274	22049348
POTEB	15	22051853	22083227
RNU6-631P	15	22071734	22071840
ZNF519P3	15	22117083	22118114
NF1P2	15	22133181	22152165
MIR5701-3	15	22156766	22156847
OR11J6P	15	22268269	22269196
OR11H3P	15	22297499	22298480
OR11K1BP	15	22318882	22319785
OR4Q1P	15	22332815	22333350
OR4H6P	15	22344660	22345900
OR4M2B	15	22368478	22369561
OR4N4	15	22382382	22383507
OR4N3P	15	22413569	22414386
RPS8P10	15	22440227	22440848
IGHV1OR15-1	15	22448382	22448819
IGHV1OR15-3	15	22466058	22466493
IGHV4OR15-8	15	22472918	22473353
IGHV1OR15-4	15	22482836	22483268
MIR1268A	15	22513229	22513280
MIR4509-1	15	22675148	22675241
ABCB10P1	15	22691016	22693200
GOLGA8EP	15	22704721	22715604
RN7SL545P	15	22706884	22707162
GOLGA6L1	15	22736246	22746002
ELMO2P1	15	22777713	22789974
TUBGCP5	15	22833395	22873892
CYFIP1	15	22892005	23006016
NIPA2	15	23004684	23034427
NIPA1	15	23043277	23100005
PDCD6IPP1	15	23128188	23145997
WHAMMP3	15	23187728	23208737
GOLGA8IP	15	23255242	23268823
RN7SL495P	15	23263708	23263986
HERC2P2	15	23282281	23378228
HERC2P7	15	23388289	23392657
GOLGA8DP	15	23435096	23448420
RN7SL106P	15	23443616	23443894
SPATA31E3P	15	23466152	23471888
GOLGA8S	15	23599895	23612378
RN7SL536P	15	23608428	23608706
HERC2P6	15	23675986	23680359
GOLGA6L2	15	23684645	23692381
MIR4508	15	23807209	23807278
MKRN3	15	23810454	23873064
MAGEL2	15	23888691	23891175
NDN	15	23930565	23932450
RNU6-741P	15	24022584	24022690
PWRN4	15	24220319	24248582
PWRN2	15	24407901	24415095
PWRN1	15	24738284	24897277
NPAP1	15	24920541	24928593
SNRPN	15	25068794	25223870
RPL5P1	15	25154076	25154972
SNURF	15	25200133	25223729
SNHG14	15	25223730	25664609
SNORD64	15	25230011	25230320
SNORD108	15	25232072	25232142
SNORD109A	15	25287065	25287575
SNORD116-1	15	25296624	25296718
SNORD116-2	15	25299357	25299451
SNORD116-3	15	25302007	25302101
SNORD116-5	15	25307480	25307574
SNORD116-6	15	25310173	25310268
SNORD116-7	15	25312935	25313029
SNORD116-8	15	25315579	25315673
SNORD116-9	15	25318254	25318348
SNORD116-10	15	25319261	25319362
SNORD116-11	15	25321076	25321167
SNORD116-12	15	25322198	25322289
SNORD116-13	15	25324205	25324296
SNORD116-14	15	25325289	25325380
SNORD116-15	15	25326434	25326525
SNORD116-16	15	25327915	25328006
SNORD116-17	15	25328735	25328826
SNORD116-18	15	25330532	25330623
SNORD116-19	15	25331674	25331765
SNORD116-20	15	25332808	25334043
SNORD116-23	15	25336933	25337024
SNORD116-24	15	25339184	25339275
SNORD116-25	15	25342810	25342901
SNORD116-26	15	25344646	25344741
SNORD116-27	15	25346722	25346813
SNORD116-29	15	25351668	25351750
SNORD116-30	15	25353415	25353499
DMAC1P1	15	25414484	25414823
SNORD115-1	15	25415870	25415951
SNORD115-2	15	25417782	25417863
SNORD115-3	15	25420074	25420155
SNORD115-4	15	25421979	25422060
SNORD115-5	15	25423885	25423966
